variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib,intervention
total_medical_cost_averted,own,379139.6,319068,253317.1,110021.9,687422.4,MRT,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,397136.3,292837,358919.7,71015.2,826573,MOZ,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,914838.8,680761.5,803666.9,174320.7,1862759.3,MOZ,ZAF,monocl_Ab
hosp_cases,mcmarcel,25333,21122,16781.2,7157.9,46791.9,MOZ,ZAF,monocl_Ab
hosp_cases,own,26098.3,21748.5,17286.2,7382.8,48191.5,MOZ,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,2389.5,1916.5,1740.1,598,4587.1,MOZ,ZAF,monocl_Ab
hosp_cases_averted,own,11436.6,9530.5,7575,3234.9,21117.7,MOZ,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,6229691.2,6287715.5,229627.9,5808105.1,6433139.8,MOZ,ZAF,monocl_Ab
incremental_cost_0to1y,own,5076724.4,5340044,1036819,3186638.8,6021531.4,MOZ,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2417.6,1803.5,2148.2,520,4782.8,MOZ,ZAF,monocl_Ab
net_cost/DALY_averted,own,324.5,240.3,288.7,61.7,662.7,MOZ,ZAF,monocl_Ab
rsv_cases,mcmarcel,287899,287902,116,287704,288042,MOZ,ZAF,monocl_Ab
rsv_cases,own,296603.2,296630,958.1,294986,297784.3,MOZ,ZAF,monocl_Ab
rsv_deaths,mcmarcel,559.1,447,422.1,132,1087.2,MOZ,ZAF,monocl_Ab
rsv_deaths,own,860.6,683,662.1,204,1694.1,MOZ,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,74.3,56,61.8,16,146,MOZ,ZAF,monocl_Ab
rsv_deaths_averted,own,445.8,348.5,355,101,888.2,MOZ,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,15687.2,12286,12208.9,3723.7,30268.5,MOZ,ZAF,monocl_Ab
total_DALY_0to1y,own,46830.8,37004,36206.6,11182,92151.8,MOZ,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,4540.8,3457,3742.7,1005.9,8862.2,MOZ,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,27011.7,21188,21319,6311.9,53633.2,MOZ,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1183760.1,963595.5,865747.8,308695.6,2182677.3,MOZ,ZAF,monocl_Ab
total_medical_cost_0to1y,own,2735604.4,2240584,1949137.8,735157.5,5012484,MOZ,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,302203.1,244178.5,229627.9,73888.3,566876.5,MOZ,ZAF,monocl_Ab
total_medical_cost_averted,own,1455169.9,1191850.5,1036819,391057.6,2666327.1,MOZ,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,266557.4,197535.5,238513.4,45684,549481.3,NER,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,612695.4,458470.5,533144.3,108031.9,1245217.4,NER,ZAF,monocl_Ab
hosp_cases,mcmarcel,22429.3,18702.5,14857.7,6337.8,41438.1,NER,ZAF,monocl_Ab
hosp_cases,own,23064.7,19218.5,15276.7,6524.8,42588.5,NER,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,2110.8,1692.5,1536.9,529,4051.2,NER,ZAF,monocl_Ab
hosp_cases_averted,own,10091.5,8408.5,6684,2854.9,18633.2,NER,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,5561871.7,5619388,215289,5177606.6,5734621.4,NER,ZAF,monocl_Ab
incremental_cost_0to1y,own,4643706.9,4891299,939054.6,3026999.4,5436565.5,NER,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2379.8,1779.9,2108,514.5,4719.2,NER,ZAF,monocl_Ab
net_cost/DALY_averted,own,324.7,243,284.5,61.9,661.8,NER,ZAF,monocl_Ab
rsv_cases,mcmarcel,254900.2,254903,129.8,254683,255062,NER,ZAF,monocl_Ab
rsv_cases,own,262127.4,262147,893.7,260631,263237.2,NER,ZAF,monocl_Ab
rsv_deaths,mcmarcel,495,396,373.8,117,962.2,NER,ZAF,monocl_Ab
rsv_deaths,own,760.1,603,584.7,180,1496,NER,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,65.6,50,54.6,14,129,NER,ZAF,monocl_Ab
rsv_deaths_averted,own,393.3,307.5,313.1,89,784.1,NER,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,14215.6,11134.5,11065.4,3369.8,27427.9,NER,ZAF,monocl_Ab
total_DALY_0to1y,own,42438.3,33525.5,32818,10126,83509.5,NER,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,4114.5,3133,3391.8,911,8028.6,NER,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,24478,19202.5,19323.5,5715.9,48613.1,NER,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,952455,743602,805970.8,216102.4,1823506.6,NER,ZAF,monocl_Ab
total_medical_cost_0to1y,own,2185681.3,1719781.5,1767041.1,514350.5,4134376.4,NER,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,243366.8,185851,215289,52531.7,472476.2,NER,ZAF,monocl_Ab
total_medical_cost_averted,own,1161531.6,913940,939054.6,273340.3,2197121.7,NER,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,9140173.6,6661821,8381019.7,1654170.4,18526635.7,NGA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,21031122.5,15812493,18789791.4,3956170.6,42410200.2,NGA,ZAF,monocl_Ab
hosp_cases,mcmarcel,148726.1,124013.5,98519.6,42024.2,274764.7,NGA,ZAF,monocl_Ab
hosp_cases,own,153295.6,127715,101533.4,43368.9,283090.1,NGA,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,8223.4,6595,5987,2059,15785.8,NGA,ZAF,monocl_Ab
hosp_cases_averted,own,39349.8,32783,26062.8,11132.7,72667.4,NGA,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,21020770.8,21547409.5,1938637.1,17424555.4,22803688.7,NGA,ZAF,monocl_Ab
incremental_cost_0to1y,own,10811643.6,12890917,8446955,-5203944.2,18869842.7,NGA,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2608.8,1919.7,2380.6,520.4,5257.7,NGA,ZAF,monocl_Ab
net_cost/DALY_averted,own,248.2,172.6,301.2,-46.1,599.2,NGA,ZAF,monocl_Ab
rsv_cases,mcmarcel,1690212,1690235,848.5,1688790,1691260.1,NGA,ZAF,monocl_Ab
rsv_cases,own,1742186.6,1742346,6193.8,1731818,1749842,NGA,ZAF,monocl_Ab
rsv_deaths,mcmarcel,3283.4,2625,2478.9,776,6384.1,NGA,ZAF,monocl_Ab
rsv_deaths,own,5054.8,4010.5,3888.7,1195.9,9950.1,NGA,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,255.6,194,212.6,55,501,NGA,ZAF,monocl_Ab
rsv_deaths_averted,own,1533.7,1199.5,1221.3,349,3057.4,NGA,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,85185.3,66750,66226.7,20290,164257.8,NGA,ZAF,monocl_Ab
total_DALY_0to1y,own,254358,200944,196508.1,60868.5,500299.1,NGA,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,14448.1,11006,11897.3,3208,28175.4,NGA,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,85957,67456,67794.8,20129.6,170649.8,NGA,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,18015736.7,14818026.5,12306941,4969248,33641149.8,NGA,ZAF,monocl_Ab
total_medical_cost_0to1y,own,41434558.9,34760927,27111324.9,12154059.9,75165448.4,NGA,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,2700454.1,2173815.5,1938637.1,697547.2,5187112.4,NGA,ZAF,monocl_Ab
total_medical_cost_averted,own,12909581.3,10830307.5,8446955,3786786.4,23418964.8,NGA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,195396.5,139440,190340.9,31843.3,406858.2,RWA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,447031.6,323568,424648,74814.4,926636.1,RWA,ZAF,monocl_Ab
hosp_cases,mcmarcel,7515.2,6265.5,4978.3,2123,13875,RWA,ZAF,monocl_Ab
hosp_cases,own,7641.1,6374.5,5061.4,2161.9,14116,RWA,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,697.5,559,508.4,174,1338.3,RWA,ZAF,monocl_Ab
hosp_cases_averted,own,3326.1,2774.5,2203.2,941,6143.9,RWA,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2037479,2067332.5,112970.6,1822014.8,2137583.1,RWA,ZAF,monocl_Ab
incremental_cost_0to1y,own,1493643.5,1622289.5,493311.1,528361.9,1944956.7,RWA,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2448.4,1823.1,2200.2,510.3,4864.1,RWA,ZAF,monocl_Ab
net_cost/DALY_averted,own,299,216.7,284.1,37.4,623.5,RWA,ZAF,monocl_Ab
rsv_cases,mcmarcel,85407.3,85408,16.9,85379,85428,RWA,ZAF,monocl_Ab
rsv_cases,own,86838.9,86844,148.3,86587,87021,RWA,ZAF,monocl_Ab
rsv_deaths,mcmarcel,165.6,132,125,39,322,RWA,ZAF,monocl_Ab
rsv_deaths,own,251.2,199,193.2,59,495,RWA,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,21.7,16,18.1,5,42.1,RWA,ZAF,monocl_Ab
rsv_deaths_averted,own,129.6,101,103.1,29,258.1,RWA,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,5099.3,3989,3975.9,1204.9,9854.5,RWA,ZAF,monocl_Ab
total_DALY_0to1y,own,15217.2,12025,11776.8,3627,29933.6,RWA,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1475.8,1123,1218.7,326,2877.7,RWA,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,8776.8,6885,6933.7,2046,17414.9,RWA,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,567437.1,458424,425343.5,142012.2,1072398.7,RWA,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1297242.2,1054714.5,930005.6,344635.1,2416905.1,RWA,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,144272.2,114418.5,112970.6,33852.6,276595.1,RWA,ZAF,monocl_Ab
total_medical_cost_averted,own,688107.6,559462,493311.1,182808.3,1282020.3,RWA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,8796.6,6413,8136.1,1554,18071.3,STP,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,20116.8,14922.5,17904.4,3707.8,41282,STP,ZAF,monocl_Ab
hosp_cases,mcmarcel,137.9,115,91.3,39,254.1,STP,ZAF,monocl_Ab
hosp_cases,own,140.6,117,93.1,40,260,STP,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,11.9,10,8.7,3,23,STP,ZAF,monocl_Ab
hosp_cases_averted,own,57,47.5,37.7,16,105,STP,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,29996.4,31520,5593.9,19801.4,34678.1,STP,ZAF,monocl_Ab
incremental_cost_0to1y,own,4564.7,10644.5,23593.3,-39815.1,26024.4,STP,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2192.5,1568.9,2189.2,379.4,4416.2,STP,ZAF,monocl_Ab
net_cost/DALY_averted,own,77.3,75,375.4,-367,399.7,STP,ZAF,monocl_Ab
rsv_cases,mcmarcel,1566.9,1567,0.3,1566,1567,STP,ZAF,monocl_Ab
rsv_cases,own,1598.2,1598,3.2,1593,1602,STP,ZAF,monocl_Ab
rsv_deaths,mcmarcel,3,2,2.3,1,6,STP,ZAF,monocl_Ab
rsv_deaths,own,4.6,4,3.6,1,9,STP,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,0.2,0,0.5,0,1,STP,ZAF,monocl_Ab
rsv_deaths_averted,own,2.2,2,1.8,1,4,STP,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,92.4,72,72,22,178.1,STP,ZAF,monocl_Ab
total_DALY_0to1y,own,275.7,218,213.3,66,542,STP,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,24.8,19,20.5,5,48.1,STP,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,147.8,116,116.7,34,293.1,STP,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,28595,22656.5,22109.6,7000.9,54143.4,STP,ZAF,monocl_Ab
total_medical_cost_0to1y,own,65321.2,52996,47829.5,17157.5,120701.3,STP,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,6789.8,5266.5,5593.9,1559.8,13015.4,STP,ZAF,monocl_Ab
total_medical_cost_averted,own,32221.5,26141.5,23593.3,8463.2,59539.1,STP,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,646884.2,470002.5,598426.3,116297.1,1329640.2,SEN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1472714.9,1075152.5,1301601.6,271369,3053285.2,SEN,ZAF,monocl_Ab
hosp_cases,mcmarcel,14654.7,12217.5,9707.7,4140.9,27062.2,SEN,ZAF,monocl_Ab
hosp_cases,own,14844.1,12386,9832.7,4197.9,27428.3,SEN,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1326.5,1064,967,331,2546.5,SEN,ZAF,monocl_Ab
hosp_cases_averted,own,6318.8,5272.5,4185.5,1787,11675.3,SEN,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2764919.2,2846864,314042.7,2156753.2,3050479.3,SEN,ZAF,monocl_Ab
incremental_cost_0to1y,own,1163985.8,1504333.5,1363821.5,-1481736.6,2460630.3,SEN,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,1776.8,1307.7,1641.1,346.4,3575.9,SEN,ZAF,monocl_Ab
net_cost/DALY_averted,own,138.9,100,218.6,-76.8,373.4,SEN,ZAF,monocl_Ab
rsv_cases,mcmarcel,166544.7,166547,49.9,166459,166605,SEN,ZAF,monocl_Ab
rsv_cases,own,168698.7,168708,241,168286,168993,SEN,ZAF,monocl_Ab
rsv_deaths,mcmarcel,322.7,258,243.7,76,628,SEN,ZAF,monocl_Ab
rsv_deaths,own,487.7,387,375,115,960,SEN,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,41.2,31,34.3,9,81,SEN,ZAF,monocl_Ab
rsv_deaths_averted,own,246.1,193,195.9,56,490.1,SEN,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,9874,7724.5,7699.4,2331.9,19086.1,SEN,ZAF,monocl_Ab
total_DALY_0to1y,own,29464.7,23280,22803,7024.7,57965.1,SEN,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2800,2132,2312.6,618,5458.1,SEN,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,16651,13065,13154.4,3880.9,33030.7,SEN,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1708717.1,1402891.5,1196145.6,468835.1,3142412.9,SEN,ZAF,monocl_Ab
total_medical_cost_0to1y,own,3901717.4,3246327,2626243.6,1125864.2,7158187.5,SEN,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,425248.2,343303,314042.7,109278.2,799923.4,SEN,ZAF,monocl_Ab
total_medical_cost_averted,own,2026181.5,1685833.5,1363821.5,584667.3,3717282.6,SEN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,119349.2,86499.5,107448.9,21428.3,248586.5,SLE,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,276130.9,201784.5,242660.4,50892.7,568229.6,SLE,ZAF,monocl_Ab
hosp_cases,mcmarcel,5251.8,4379.5,3478.9,1483.9,9704.3,SLE,ZAF,monocl_Ab
hosp_cases,own,5443.3,4535.5,3605.3,1540,10055.6,SLE,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,463.8,372,337.6,116,890.1,SLE,ZAF,monocl_Ab
hosp_cases_averted,own,2223.6,1853,1472.7,629,4107.3,SLE,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,1233513.3,1255784.5,84473.9,1076433.4,1307613.7,SLE,ZAF,monocl_Ab
incremental_cost_0to1y,own,833358.3,931293,372444.7,126642.1,1174191.6,SLE,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2760.8,2072,2454.7,588.2,5489.8,SLE,ZAF,monocl_Ab
net_cost/DALY_averted,own,308.9,231.3,320.2,18.9,667.9,SLE,ZAF,monocl_Ab
rsv_cases,mcmarcel,59684.4,59685,35.7,59624,59728,SLE,ZAF,monocl_Ab
rsv_cases,own,61862.7,61870,248.4,61442.9,62169.1,SLE,ZAF,monocl_Ab
rsv_deaths,mcmarcel,116,93,87.6,27,226,SLE,ZAF,monocl_Ab
rsv_deaths,own,179.7,143,138.3,43,354,SLE,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,14.4,11,12,3,28,SLE,ZAF,monocl_Ab
rsv_deaths_averted,own,86.7,68,69,20,173,SLE,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,2928.6,2295.5,2275.4,698,5646.2,SLE,ZAF,monocl_Ab
total_DALY_0to1y,own,8745.2,6906,6753.8,2095.8,17204.1,SLE,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,787.9,600,648.4,175,1536.1,SLE,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,4687.8,3680.5,3696,1099,9307.1,SLE,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,441764,352920.5,338194.8,104456.1,841525.2,SLE,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1021377.1,823526,752427.7,251194.5,1930472,SLE,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,105417.2,83146.5,84473.9,23350.6,203366.2,SLE,ZAF,monocl_Ab
total_medical_cost_averted,own,505572.2,407638,372444.7,124339.2,955565.3,SLE,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,129120.3,92014.5,126104.4,21863.4,265355.2,SOM,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,297388,216692,276172.1,52672.6,611154.8,SOM,ZAF,monocl_Ab
hosp_cases,mcmarcel,11185.3,9326.5,7409.4,3160.9,20664.1,SOM,ZAF,monocl_Ab
hosp_cases,own,11576.7,9645,7667.6,3275.9,21381.7,SOM,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,632.3,507,460.3,158,1214.1,SOM,ZAF,monocl_Ab
hosp_cases_averted,own,3029.4,2524,2006.5,857,5595.4,SOM,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2057819.1,2063262,21909.1,2018605.5,2076799.4,SOM,ZAF,monocl_Ab
incremental_cost_0to1y,own,1937077.6,1958247.5,91337.5,1769865,2020866.7,SOM,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,3092.3,2312.1,2717.1,670.8,6125.8,SOM,ZAF,monocl_Ab
net_cost/DALY_averted,own,475.8,358.8,394.7,104.1,958.3,SOM,ZAF,monocl_Ab
rsv_cases,mcmarcel,127115.9,127117,61.8,127012.9,127193,SOM,ZAF,monocl_Ab
rsv_cases,own,131568,131582,514.9,130704.9,132204,SOM,ZAF,monocl_Ab
rsv_deaths,mcmarcel,247.1,198,186.5,58,480.1,SOM,ZAF,monocl_Ab
rsv_deaths,own,382.1,303,294,90,752,SOM,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,19.7,15,16.4,4,39,SOM,ZAF,monocl_Ab
rsv_deaths_averted,own,118.1,92,94,27,235.1,SOM,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,6769.8,5304,5265.3,1607,13056.4,SOM,ZAF,monocl_Ab
total_DALY_0to1y,own,20212.5,15960,15622.4,4830.9,39773.1,SOM,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1167.9,889.5,961.9,259,2277.2,SOM,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,6948,5453.5,5482.2,1625,13799.7,SOM,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,208685.6,177264.5,134066.1,73774.7,362786,SOM,ZAF,monocl_Ab
total_medical_cost_0to1y,own,481133.8,414400.5,287919.1,183462.7,816348.4,SOM,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,31890.2,26447,21909.1,10514.6,56960.9,SOM,ZAF,monocl_Ab
total_medical_cost_averted,own,152631.7,131461.5,91337.5,58200.7,258972.9,SOM,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,6780502.4,5005748,6258524.7,1138458,14113681.5,ZAF,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,15484414.3,11554781,13854422.9,2776746.9,31429618.6,ZAF,ZAF,monocl_Ab
hosp_cases,mcmarcel,24309.8,20333.5,16100.6,6865,44923.1,ZAF,ZAF,monocl_Ab
hosp_cases,own,24625.4,20569.5,16308.9,6958.9,45547.2,ZAF,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,2154.9,1728,1570.3,538,4138.6,ZAF,ZAF,monocl_Ab
hosp_cases_averted,own,10267.2,8576,6799.8,2901,18990.5,ZAF,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2625039.3,3043908,2054940.1,-1171540.6,4709419,ZAF,ZAF,monocl_Ab
incremental_cost_0to1y,own,-11780064.5,-10225802.5,8392483.3,-27143652.8,-2813811.1,ZAF,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,1377.1,893.8,1768.3,-169.7,3281.6,ZAF,ZAF,monocl_Ab
net_cost/DALY_averted,own,-635.5,-480.7,599.5,-1681.1,-146.6,ZAF,ZAF,monocl_Ab
rsv_cases,mcmarcel,276152.3,276154,39.4,276086,276201,ZAF,ZAF,monocl_Ab
rsv_cases,own,279739.5,279753,349.6,279140.9,280165,ZAF,ZAF,monocl_Ab
rsv_deaths,mcmarcel,535.3,419,418.8,130,1058,ZAF,ZAF,monocl_Ab
rsv_deaths,own,807.8,628,634.4,188,1588.1,ZAF,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,66.9,50,56.5,14,134,ZAF,ZAF,monocl_Ab
rsv_deaths_averted,own,399,309,322.3,90,783.3,ZAF,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,15296.9,11721.5,12153.2,3724.7,29948.2,ZAF,ZAF,monocl_Ab
total_DALY_0to1y,own,45584.7,35307,35905.3,10667.9,89577.8,ZAF,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,4247.8,3182,3551.7,940,8465.4,ZAF,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,25221.7,19568.5,20206.2,5812.7,49327.3,ZAF,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,15684977.8,14230307,7760633.1,6346648.5,25502129,ZAF,ZAF,monocl_Ab
total_medical_cost_0to1y,own,35835752.7,32779981,16500124.2,15246764.6,56642644.5,ZAF,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,3822089.8,3403221,2054940.1,1420498.8,6362754.3,ZAF,ZAF,monocl_Ab
total_medical_cost_averted,own,18227193.6,16672931.5,8392483.3,7754985.4,28810234.5,ZAF,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,2700651.3,1966966,2478074.5,447390,5570438,SDN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,6184326.2,4558867.5,5529363.1,1109342.3,12803468.7,SDN,ZAF,monocl_Ab
hosp_cases,mcmarcel,29364.1,24480,19451.7,8296,54219.2,SDN,ZAF,monocl_Ab
hosp_cases,own,29980.9,25008.5,19858.6,8477,55361.4,SDN,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,2656.5,2129.5,1935.6,664,5098,SDN,ZAF,monocl_Ab
hosp_cases_averted,own,12680.2,10577.5,8399.1,3585,23415,SDN,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,5841354.2,6161125,1197772.2,3613850.6,6927976.6,SDN,ZAF,monocl_Ab
incremental_cost_0to1y,own,-136719.2,1221815.5,5380369.1,-9948239.3,4796425.4,SDN,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,1981.5,1422.2,1913.3,314.5,4089.3,SDN,ZAF,monocl_Ab
net_cost/DALY_averted,own,38,38.4,380.7,-378.4,338.6,SDN,ZAF,monocl_Ab
rsv_cases,mcmarcel,333710,333712,77.1,333581,333806,SDN,ZAF,monocl_Ab
rsv_cases,own,340725.7,340747,754.6,339454.9,341655.1,SDN,ZAF,monocl_Ab
rsv_deaths,mcmarcel,647.3,517.5,488.8,153,1259.1,SDN,ZAF,monocl_Ab
rsv_deaths,own,986.6,783,758.8,233,1944,SDN,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,82.5,63,68.7,18,162,SDN,ZAF,monocl_Ab
rsv_deaths_averted,own,494,386,393.3,112,984.3,SDN,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,19256.8,15070,15004.8,4557.7,37193.9,SDN,ZAF,monocl_Ab
total_DALY_0to1y,own,57473.7,45432.5,44464,13711.6,113052.8,SDN,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,5404.6,4114,4460.3,1195,10544.1,SDN,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,32145.1,25206.5,25386.3,7498,63802,SDN,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,6389495.1,5184326,4654470.7,1618304.1,12084406,SDN,ZAF,monocl_Ab
total_medical_cost_0to1y,own,14675379.7,12036250.5,10452062.7,3867221.8,27400236.3,SDN,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,1576316.7,1256546,1197772.2,382133.8,3013135.8,SDN,ZAF,monocl_Ab
total_medical_cost_averted,own,7554390.1,6195855.5,5380369.1,1990714.9,14104716.8,SDN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,124961.5,91484.5,110840.7,23312.1,261012.6,TGO,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,286469.6,214208.5,245258.4,55451.2,594680,TGO,ZAF,monocl_Ab
hosp_cases,mcmarcel,5786.9,4824,3833.4,1635,10685.4,TGO,ZAF,monocl_Ab
hosp_cases,own,5925.8,4941.5,3925.1,1675.9,10939.1,TGO,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,432.4,347,315,108,830.1,TGO,ZAF,monocl_Ab
hosp_cases_averted,own,2065.5,1722,1368.1,584,3813,TGO,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,1115464.8,1130161,55406.6,1014089.1,1164025.9,TGO,ZAF,monocl_Ab
incremental_cost_0to1y,own,843274.2,901303.5,242692.6,411340.2,1065915.9,TGO,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2385.1,1777,2130.3,506.6,4716.3,TGO,ZAF,monocl_Ab
net_cost/DALY_averted,own,299.9,221.5,278.9,45.4,625.3,TGO,ZAF,monocl_Ab
rsv_cases,mcmarcel,65765.9,65766,16.4,65738,65786,TGO,ZAF,monocl_Ab
rsv_cases,own,67345.7,67350,171.2,67058,67556.1,TGO,ZAF,monocl_Ab
rsv_deaths,mcmarcel,127.6,102,96.4,30,248,TGO,ZAF,monocl_Ab
rsv_deaths,own,195.1,155,150.1,46,384,TGO,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,13.4,10,11.2,3,26,TGO,ZAF,monocl_Ab
rsv_deaths_averted,own,80.5,63,64.1,18,160.1,TGO,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,3580.4,2803,2787.6,849,6911.5,TGO,ZAF,monocl_Ab
