variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib
rsv_deaths_averted,mcmarcel,79.8,60,68,17,161,UGA,KEN
rsv_deaths_averted,own,467.3,360,377.6,106,911,UGA,KEN
total_DALY_0to1y,mcmarcel,24887.5,19544.5,19314,5882.6,49002.3,UGA,KEN
total_DALY_0to1y,own,60871.8,47501.5,47103.3,14673.2,117112.7,UGA,KEN
total_DALY_0to1y_averted,mcmarcel,4916.5,3723,4148.2,1045,9868.3,UGA,KEN
total_DALY_0to1y_averted,own,28594.2,22059.5,22914.1,6641.8,55537.7,UGA,KEN
total_medical_cost_0to1y,mcmarcel,3719013.1,2941704,2863322,900787.2,7102066.3,UGA,KEN
total_medical_cost_0to1y,own,7249335.4,5852271.5,5396386.1,1832662.4,13498801.3,UGA,KEN
total_medical_cost_averted,mcmarcel,622079.6,472899.5,512973.6,138059.5,1219975.8,UGA,KEN
total_medical_cost_averted,own,2967373.3,2395513,2208904.9,750164,5525469.4,UGA,KEN
cost_rsv_hosp_0to1y,mcmarcel,1300731.9,923668,1237773.6,226780.8,2651227.9,TZA,KEN
cost_rsv_hosp_0to1y,own,2525997.2,1835449,2324943.8,455888.7,5205246,TZA,KEN
hosp_cases,mcmarcel,48769,40260.5,32421.2,14121.8,90544.8,TZA,KEN
hosp_cases,own,49402.1,40799,32839.6,14309.4,91719.3,TZA,KEN
hosp_cases_averted,mcmarcel,3116.3,2482.5,2341.3,790.9,5941.1,TZA,KEN
hosp_cases_averted,own,14865.1,12276.5,9881.4,4305.6,27598.1,TZA,KEN
incremental_cost_0to1y,mcmarcel,6035775.4,6133806.5,367859.9,5351037.5,6362996.7,TZA,KEN
incremental_cost_0to1y,own,4258139,4613676.5,1538758,1333338.6,5699676.5,TZA,KEN
net_cost/DALY_averted,mcmarcel,1612.2,1173.5,1505.5,322.2,3260.9,TZA,KEN
net_cost/DALY_averted,own,197,140.8,201.4,18.2,420.8,TZA,KEN
rsv_cases,mcmarcel,558241.8,558245,119,558038.9,558389,TZA,KEN
rsv_cases,own,565491.8,565537.5,1007.9,563747,566729.4,TZA,KEN
rsv_deaths,mcmarcel,1078.8,842.5,814,260,2138.4,TZA,KEN
rsv_deaths,own,1484.9,1171.5,1133.7,351.9,2885.2,TZA,KEN
rsv_deaths_averted,mcmarcel,101.6,77,86.5,21,205,TZA,KEN
rsv_deaths_averted,own,593.3,457,479.5,134,1155.1,TZA,KEN
total_DALY_0to1y,mcmarcel,32860,25804.5,25535,7741.4,64749.2,TZA,KEN
total_DALY_0to1y,own,80351.1,62684.5,62226.7,19296.2,154609.5,TZA,KEN
total_DALY_0to1y_averted,mcmarcel,6835.8,5172,5775.6,1448,13738.9,TZA,KEN
total_DALY_0to1y_averted,own,39750,30669.5,31877.4,9205.4,77193.5,TZA,KEN
total_medical_cost_0to1y,mcmarcel,2701236.5,2214596,1933210.3,712189.1,4962803.2,TZA,KEN
total_medical_cost_0to1y,own,5238518.5,4411619,3578805.3,1473379.6,9517239.6,TZA,KEN
total_medical_cost_averted,mcmarcel,474738.9,376707.5,367859.9,112886.9,899489.2,TZA,KEN
total_medical_cost_averted,own,2252375.3,1896837.5,1538758.1,633500.5,4092072,TZA,KEN
cost_rsv_hosp_0to1y,mcmarcel,1302107.9,830923,1573377,189399.1,2835160.4,ZMB,KEN
cost_rsv_hosp_0to1y,own,2531745.3,1647472,2975435.3,375524.6,5452801.7,ZMB,KEN
hosp_cases,mcmarcel,14678.9,12119.5,9758.3,4250.9,27247.4,ZMB,KEN
hosp_cases,own,14901,12305,9905.1,4316.5,27671.2,ZMB,KEN
hosp_cases_averted,mcmarcel,941.5,750,707.1,239,1794.1,ZMB,KEN
hosp_cases_averted,own,4494.2,3711,2987.5,1301.8,8346,ZMB,KEN
incremental_cost_0to1y,mcmarcel,1354485.4,1463025.5,413355.8,607708.3,1718052.8,ZMB,KEN
incremental_cost_0to1y,own,-826788,-397964,1743027,-4009694.7,746091.1,ZMB,KEN
net_cost/DALY_averted,mcmarcel,1349.1,948.5,1411.8,149.4,2846.5,ZMB,KEN
net_cost/DALY_averted,own,-76.1,-38.2,260.6,-493,125.8,ZMB,KEN
rsv_cases,mcmarcel,168024.2,168026,58.1,167925,168096,ZMB,KEN
rsv_cases,own,170567.8,170584,376.2,169919,171031,ZMB,KEN
rsv_deaths,mcmarcel,324.8,254,245.1,78,644.1,ZMB,KEN
rsv_deaths,own,448.2,354,342.2,106,871.2,ZMB,KEN
rsv_deaths_averted,mcmarcel,30.7,23,26.1,6,62,ZMB,KEN
rsv_deaths_averted,own,179.4,138,145,41,349.1,ZMB,KEN
total_DALY_0to1y,mcmarcel,9337.3,7332.5,7250,2204.8,18389.4,ZMB,KEN
total_DALY_0to1y,own,22835.6,17819,17675.1,5499.8,43924,ZMB,KEN
total_DALY_0to1y_averted,mcmarcel,1942.6,1470,1640,412,3903.2,ZMB,KEN
total_DALY_0to1y_averted,own,11297.4,8716.5,9055.5,2621.5,21943,ZMB,KEN
total_medical_cost_0to1y,mcmarcel,3288686,2747156,2169014.8,1108457.9,5836572.3,ZMB,KEN
total_medical_cost_0to1y,own,6409682.2,5413296,4049981.4,2268004.4,11144672,ZMB,KEN
total_medical_cost_averted,mcmarcel,577319.3,468779.5,413355.8,174999.9,1051929.5,ZMB,KEN
total_medical_cost_averted,own,2758592.7,2329769,1743027,976101.5,4796432.5,ZMB,KEN
cost_rsv_hosp_0to1y,mcmarcel,325577.8,229766,310507.6,57326.5,683521,ZWE,KEN
cost_rsv_hosp_0to1y,own,631830.5,456663.5,575048.3,116173.2,1331275.9,ZWE,KEN
hosp_cases,mcmarcel,10844.9,8953,7209.6,3140,20135.2,ZWE,KEN
hosp_cases,own,10998.1,9082.5,7310.9,3185.7,20422.1,ZWE,KEN
hosp_cases_averted,mcmarcel,666.3,531,500.6,169,1270,ZWE,KEN
hosp_cases_averted,own,3179.7,2626,2113.7,920.9,5904.1,ZWE,KEN
incremental_cost_0to1y,mcmarcel,1356732.5,1389843.5,121004.5,1129361.4,1464436.9,ZWE,KEN
incremental_cost_0to1y,own,777141.1,907754,511450.7,-187886.8,1256701.1,ZWE,KEN
net_cost/DALY_averted,mcmarcel,1842.1,1332.5,1732.6,365,3743.2,ZWE,KEN
net_cost/DALY_averted,own,187,131.2,229.2,-19.5,431.8,ZWE,KEN
rsv_cases,mcmarcel,124137.5,124138,24.3,124096,124168,ZWE,KEN
rsv_cases,own,125892.7,125903,240.7,125476,126189,ZWE,KEN
rsv_deaths,mcmarcel,239.9,187,181.1,58,475.1,ZWE,KEN
rsv_deaths,own,330.7,261,252.5,78,643,ZWE,KEN
rsv_deaths_averted,mcmarcel,21.7,16,18.5,5,44,ZWE,KEN
rsv_deaths_averted,own,126.9,98,102.6,29,247,ZWE,KEN
total_DALY_0to1y,mcmarcel,6750.1,5302,5240.7,1594.8,13294.4,ZWE,KEN
total_DALY_0to1y,own,16508,12881.5,12775.3,3975.3,31748.5,ZWE,KEN
total_DALY_0to1y_averted,mcmarcel,1347.7,1020,1137.8,286,2708.1,ZWE,KEN
total_DALY_0to1y_averted,own,7837.1,6048,6280.9,1818.7,15217.5,ZWE,KEN
total_medical_cost_0to1y,mcmarcel,915018.1,744129,668891.6,233018.5,1716407.9,ZWE,KEN
total_medical_cost_0to1y,own,1777372.7,1460980,1238922.3,473318,3317132.7,ZWE,KEN
total_medical_cost_averted,mcmarcel,154141.8,121031,121004.5,36168.8,297053.9,ZWE,KEN
total_medical_cost_averted,own,733733.2,603120.5,511450.7,195394.5,1369375,ZWE,KEN
cost_rsv_hosp_0to1y,mcmarcel,864523.7,627118.5,839947.4,149396.8,1733837.6,SSD,KEN
cost_rsv_hosp_0to1y,own,1689033.5,1251281,1580440.2,298573,3390503.5,SSD,KEN
hosp_cases,mcmarcel,9237,7626.5,6140.6,2674.9,17142.4,SSD,KEN
hosp_cases,own,9449.6,7800,6281.1,2737.7,17548.1,SSD,KEN
hosp_cases_averted,mcmarcel,315.5,251,236.7,80,601,SSD,KEN
hosp_cases_averted,own,1509.5,1246,1003.3,437,2803.2,SSD,KEN
incremental_cost_0to1y,mcmarcel,494471.4,536065.5,149898.8,221341.4,624928.2,SSD,KEN
incremental_cost_0to1y,own,-211952.2,-53243,642576.3,-1379587.2,373565.5,SSD,KEN
net_cost/DALY_averted,mcmarcel,1537.7,1092.3,1603.5,178.9,3224.4,SSD,KEN
net_cost/DALY_averted,own,-51.6,-14.3,386.3,-538.7,224.4,SSD,KEN
rsv_cases,mcmarcel,105733.2,105735,54.7,105640,105801,SSD,KEN
rsv_cases,own,108167.6,108181,377.4,107522,108634,SSD,KEN
rsv_deaths,mcmarcel,204.7,160,154.4,49,405.1,SSD,KEN
rsv_deaths,own,285,225,217.7,67,555,SSD,KEN
rsv_deaths_averted,mcmarcel,10.3,8,8.8,2,21,SSD,KEN
rsv_deaths_averted,own,60.3,46,48.7,14,117.1,SSD,KEN
total_DALY_0to1y,mcmarcel,5638.3,4428.5,4372.9,1334.9,11095.8,SSD,KEN
total_DALY_0to1y,own,13792.5,10768,10669.8,3321.8,26543.3,SSD,KEN
total_DALY_0to1y_averted,mcmarcel,616.2,467,519.5,131,1235.4,SSD,KEN
total_DALY_0to1y_averted,own,3584.1,2764,2871.4,832.9,6958.9,SSD,KEN
total_medical_cost_0to1y,mcmarcel,2017296.2,1603480,1515717.9,505393.9,3812706.9,SSD,KEN
total_medical_cost_0to1y,own,3939735.2,3239962.5,2833217.9,1008899.8,7367417.7,SSD,KEN
total_medical_cost_averted,mcmarcel,187111.8,145518,149898.8,42060.6,362636.1,SSD,KEN
total_medical_cost_averted,own,893535.4,734826.5,642576.3,228819.6,1670936.8,SSD,KEN
